"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.412179750E0,-1.407135955E0,-6.756154216E0,-1.454908876E0,7.052830015E0
2.422109750E0,-9.949043280E-1,-6.797724996E0,-1.163861378E0,6.968032222E0
2.432038750E0,2.714324284E-1,-6.937506779E0,-9.724211991E-1,7.010583346E0
2.441967750E0,2.728292112E0,-5.392886996E0,-7.643351662E-1,6.091881175E0
2.451896750E0,4.612632201E0,-2.811987111E0,-2.833701404E-1,5.409616065E0
2.461826750E0,4.788431078E0,-1.124177495E0,3.172570574E-1,4.928843604E0
2.471755750E0,4.144829221E0,1.080641832E-1,1.023028851E0,4.270582532E0
2.481684750E0,3.205731888E0,1.176650993E0,1.846992753E0,3.882345519E0
2.491613750E0,2.370836617E0,2.107382129E0,2.701267451E0,4.166385909E0
2.501543750E0,1.876225322E0,2.966700344E0,3.482394651E0,4.944553053E0
2.511472750E0,1.350916146E0,3.713443869E0,3.818745207E0,5.495221084E0
2.521401750E0,9.009419113E-1,4.427269033E0,3.995761474E0,6.031460617E0
2.531330750E0,4.762609774E-1,4.985422019E0,4.010170183E0,6.415818118E0
2.541260750E0,-2.358988988E-1,5.258795139E0,3.459980519E0,6.299368206E0
2.551189750E0,-1.006972981E0,5.346799827E0,2.523503909E0,5.997527404E0
2.561118750E0,-1.694483920E0,5.310519608E0,1.595305202E0,5.798093907E0
2.571047750E0,-2.180999159E0,5.194573415E0,1.070535431E0,5.734666198E0
2.580977750E0,-2.391305965E0,5.020339837E0,9.564524531E-1,5.642424797E0
2.590906750E0,-2.391815842E0,4.583285610E0,1.322907837E0,5.336419694E0
2.600835750E0,-2.345689496E0,3.888679660E0,1.600309688E0,4.815088764E0
2.610764750E0,-2.479912332E0,3.269367429E0,1.598823910E0,4.403971668E0
2.620694750E0,-2.676165939E0,2.670740015E0,1.613427916E0,4.110701400E0
2.630623750E0,-2.736135567E0,2.065592956E0,1.494483417E0,3.739865343E0
2.640552750E0,-2.743451019E0,1.512230301E0,1.277829313E0,3.383225048E0
2.650481750E0,-2.669006608E0,9.740198278E-1,1.127095256E0,3.056575635E0
2.660411750E0,-2.348765132E0,5.720620510E-1,1.098415686E0,2.655272049E0
2.670340750E0,-1.877767818E0,2.780394897E-1,1.111963831E0,2.199950340E0
2.680269750E0,-1.373423249E0,5.600433916E-2,1.090112786E0,1.754358513E0
2.690198750E0,-7.968035853E-1,2.111663461E-2,9.605455041E-1,1.248194509E0
