"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.421377833E0,-8.865881664E-1,9.358464266E-1,1.119753492E0,1.707540627E0
2.431405833E0,-6.285819684E-1,5.332985196E-1,1.095112156E0,1.370690788E0
2.441433833E0,-3.633388178E-1,2.544086985E-1,1.122065481E0,1.206552869E0
2.451461833E0,-5.514082235E-1,1.036623627E-2,6.567879134E-1,8.576297867E-1
2.461489833E0,-7.092278630E-1,-3.938513432E-1,5.594230020E-1,9.854324621E-1
2.471517833E0,-4.548625801E-1,-6.344864137E-1,7.554666942E-1,1.086371438E0
2.481545833E0,-3.079365957E-1,-5.299983510E-1,1.250356901E0,1.392521303E0
2.491573833E0,-1.286945853E-1,-2.277921729E-1,1.846599235E0,1.865041636E0
2.501602833E0,5.492143482E-2,5.250945836E-2,2.484731607E0,2.485893152E0
2.511630833E0,1.701753178E-1,3.917879339E-1,3.175117037E0,3.203720590E0
2.521658833E0,5.780064035E-1,7.126502384E-1,3.575052554E0,3.690929765E0
2.531686833E0,1.109824116E0,8.498677982E-1,3.521361081E0,3.788663182E0
2.541714833E0,1.535318032E0,8.746979995E-1,3.032692312E0,3.509917479E0
2.551742833E0,1.742283007E0,8.782044286E-1,2.364006484E0,3.065178584E0
2.561770833E0,1.951318482E0,8.179558148E-1,1.788084978E0,2.770188337E0
2.571798833E0,2.010671229E0,7.435711187E-1,1.557462607E0,2.649789911E0
2.581827833E0,1.674506323E0,1.106420890E0,2.095103561E0,2.901309626E0
2.591855833E0,1.308062195E0,1.749101884E0,3.035320051E0,3.739458773E0
2.601883833E0,1.098956919E0,1.965992362E0,3.428015546E0,4.101721938E0
2.611911833E0,8.440488685E-1,1.522930267E0,3.176844304E0,3.622716498E0
2.621939833E0,4.268791216E-1,8.779959753E-1,2.364924497E0,2.558509448E0
2.631967833E0,2.523409769E-2,3.729091018E-1,1.033338076E0,1.098856468E0
2.641995833E0,-1.900193790E-1,2.349674374E-2,-3.553002119E-2,1.947353172E-1
2.652024833E0,-2.727731584E-1,-1.591261268E-1,-3.992706889E-1,5.090612961E-1
2.662052833E0,-3.512230215E-1,-2.656703262E-1,1.507739639E-1,4.654794531E-1
2.672080833E0,-3.387393988E-1,-3.892980799E-1,6.115281254E-1,8.001649977E-1
2.682108833E0,-3.313296975E-1,-4.953108040E-1,4.028152710E-1,7.192859679E-1
2.692136833E0,-5.320780595E-1,-5.190229080E-1,1.714953268E-1,7.628253322E-1
2.702164833E0,-7.465540027E-1,-3.755457576E-1,3.264880568E-1,8.972022883E-1
2.712192833E0,-8.138107967E-1,-2.000961964E-1,6.193540388E-1,1.042077697E0
2.722220833E0,-5.173036439E-1,2.622346485E-2,7.098204052E-1,8.787125456E-1
2.732249833E0,-8.925140636E-2,2.152864952E-1,1.749755895E-1,2.914284569E-1
2.742277833E0,7.858528102E-2,2.134667869E-1,-7.281707221E-1,7.628737222E-1
2.752305833E0,1.751202716E-1,2.529710875E-1,-1.523987882E0,1.554734879E0
2.762333833E0,8.644812327E-2,3.705744914E-1,-2.099934531E0,2.134133024E0
2.772361333E0,2.794581704E-2,5.028124528E-1,-2.515547018E0,2.565458659E0
2.782389333E0,1.181699625E-1,5.302741203E-1,-2.713476437E0,2.767328885E0
2.792417333E0,3.309603728E-1,3.210610367E-1,-2.711460317E0,2.750387611E0
2.802445333E0,3.583212490E-1,1.185329285E-1,-2.706735182E0,2.732921426E0
2.812474333E0,2.179689602E-1,1.711133208E-1,-2.825847058E0,2.839401668E0
2.822502333E0,4.468500674E-2,3.306131943E-1,-3.104020157E0,3.121897335E0
2.832530333E0,-2.903814270E-1,4.049083550E-1,-3.108160570E0,3.147845975E0
2.842558333E0,-5.074347498E-1,4.229962780E-1,-3.068935694E0,3.139232735E0
2.852586333E0,-4.193384061E-1,4.316474529E-1,-2.760479280E0,2.825315926E0
2.862614333E0,-2.069892414E-1,4.617163208E-1,-2.413780323E0,2.466244504E0
2.872642333E0,-2.000573672E-2,5.467639994E-1,-2.027823744E0,2.100338124E0
2.882670333E0,-7.714085430E-2,5.101489177E-1,-1.835776623E0,1.906902840E0
2.892699333E0,-3.972332266E-1,4.043306500E-1,-1.910566020E0,1.992872306E0
2.902727333E0,-5.141747257E-1,3.455508569E-1,-2.220773674E0,2.305562134E0
2.912755333E0,-3.271635929E-1,3.010779944E-1,-2.582118738E0,2.620118538E0
2.922783333E0,-2.495655594E-1,3.644944469E-1,-2.545460204E0,2.583506690E0
2.932811333E0,-1.574995045E-1,3.720137469E-1,-2.589318414E0,2.620643084E0
2.942839333E0,2.840983015E-2,4.479473705E-1,-2.425552522E0,2.466732454E0
2.952867333E0,2.729749969E-1,5.954436046E-1,-1.867406552E0,1.978958227E0
2.962895333E0,4.451047100E-1,7.611827861E-1,-8.999367750E-1,1.259922075E0
2.972924333E0,6.210124554E-1,9.325469890E-1,-9.273040831E-2,1.124232754E0
2.982952333E0,7.705912484E-1,9.903771213E-1,6.835073501E-1,1.428929674E0
2.992980333E0,8.265818466E-1,8.974112163E-1,1.789592975E0,2.165924158E0
3.003008333E0,9.890623017E-1,6.611724481E-1,2.259844769E0,2.553877762E0
3.013036333E0,1.036770246E0,3.139263372E-1,2.430379398E0,2.660861948E0
3.023064333E0,9.697346228E-1,1.913673815E-1,2.942245241E0,3.103838555E0
3.033092333E0,1.066631611E0,2.785788222E-1,3.482824422E0,3.653132232E0
3.043120333E0,2.046898969E-1,4.349496679E-1,3.820149123E0,3.850275119E0
3.053149333E0,-1.002781478E0,5.195397288E-1,4.097503611E0,4.250297409E0
3.063177333E0,-1.344365218E0,2.551056866E-1,4.267192149E0,4.481219207E0
3.073205333E0,-2.505795032E-1,-2.304833539E-1,4.370345219E0,4.383586431E0
3.083233333E0,1.442438081E0,-5.946273333E-1,3.761700355E0,4.072419287E0
3.093261333E0,2.440296861E0,-6.734400527E-1,2.494228070E0,3.553835103E0
3.103289333E0,2.517679498E0,-5.566534683E-1,1.650569576E0,3.061527897E0
3.113317333E0,1.826153568E0,-3.536379216E-1,1.704974994E0,2.523259076E0
3.123345333E0,1.233097236E0,-2.492619062E-1,2.405253913E0,2.714388822E0
