"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.352695375E0,1.378427003E-1,-2.200507225E0,2.264762424E0,3.160756475E0
1.362773375E0,-9.666133060E-1,-1.449788470E0,2.505653529E0,3.051971084E0
1.372850375E0,-2.147414068E0,-8.436491382E-1,2.571829977E0,3.455060127E0
1.382928375E0,-3.764319616E0,-7.634528214E-1,2.474974358E0,4.569295400E0
1.393006375E0,-5.197213433E0,-3.159133673E-2,2.005712059E0,5.570898163E0
1.403084375E0,-6.391447588E0,6.929599589E-1,1.140770724E0,6.529330258E0
1.413161375E0,-6.894135057E0,9.859446394E-1,-5.162141249E-2,6.964470531E0
1.423239375E0,-6.768618141E0,1.070021753E0,-1.107336345E0,6.941565520E0
1.433317375E0,-6.158526092E0,6.164345241E-1,-1.990151303E0,6.501395031E0
1.443394375E0,-4.592583852E0,-3.444015867E-1,-2.257507052E0,5.129013257E0
1.453472500E0,-1.921737418E0,-6.101119298E-1,-1.615412607E0,2.583576816E0
1.463550500E0,-1.263850813E-1,-1.266588771E0,-6.714628167E-1,1.439125644E0
1.473627500E0,1.730310979E0,-1.757585317E0,-4.067475235E-1,2.499705139E0
1.483705500E0,2.891318332E0,-2.057912346E0,6.759733589E-1,3.612708804E0
1.493783500E0,3.234287935E0,-1.624067656E0,7.715881987E-1,3.700481394E0
1.503860500E0,3.034901975E0,-1.036057032E0,3.945353213E-1,3.231052814E0
1.513938500E0,2.813405353E0,-7.848717570E-2,4.500531721E-1,2.850255738E0
1.524016500E0,2.963851873E0,1.113964748E0,9.377811241E-1,3.302236942E0
1.534094500E0,2.484986253E0,2.151029840E0,1.450392487E0,3.592453816E0
1.544171500E0,2.087776415E0,3.103820767E0,1.620366368E0,4.076530495E0
1.554249500E0,1.525566192E0,3.870432839E0,1.441037088E0,4.402748057E0
1.564327500E0,1.095173844E0,4.073086224E0,1.398528854E0,4.443570646E0
1.574404500E0,6.203315471E-1,4.288801703E0,1.409950512E0,4.557037604E0
1.584482500E0,1.729875362E-1,4.203661566E0,1.378485768E0,4.427292430E0
1.594560500E0,-1.060082656E-1,4.027762701E0,1.257768831E0,4.220911342E0
1.604637500E0,-2.678508626E-1,3.775859388E0,9.707860252E-1,3.907848988E0
1.614715500E0,-3.683560212E-1,3.560583034E0,6.449644049E-1,3.637226524E0
1.624793500E0,-4.326748087E-1,2.922973988E0,4.931655702E-1,2.995696364E0
1.634871500E0,-9.352688679E-1,2.001047004E0,9.470852137E-2,2.210856547E0
1.644948500E0,-1.139747607E0,1.496405981E0,-4.759730020E-1,1.940310740E0
1.655026500E0,-8.765903047E-1,1.831592356E0,-7.108740735E-1,2.151390961E0
1.665104500E0,-7.989104833E-1,2.365103422E0,-9.397199146E-1,2.667404295E0
1.675181500E0,2.188441788E-1,2.833799272E0,-7.308035772E-1,2.934686517E0
1.685259500E0,-7.263903911E-1,2.380660524E0,-1.149085318E0,2.741456656E0
1.695337500E0,5.833213033E-1,2.404774441E0,-1.017789599E0,2.675649365E0
1.705414500E0,4.371650317E-1,1.803656698E0,-1.322893657E0,2.279109120E0
1.715492500E0,7.983459346E-1,1.126445630E0,-1.162293009E0,1.804760657E0
1.725570500E0,1.409557579E0,8.809508657E-1,-7.553453645E-1,1.825780276E0
1.735647500E0,-1.845711628E-1,-7.393090832E-1,-4.011774659E-1,8.611549186E-1
1.745725500E0,2.678172411E-1,-1.232181416E0,-1.108946376E-1,1.265817813E0
1.755803500E0,1.604464281E-1,-1.191022865E0,1.185791945E-1,1.207617301E0
1.765881500E0,-7.860508481E-1,-2.345223473E0,-1.168881798E-1,2.476209184E0
1.775958500E0,5.387022239E-1,-2.354363256E0,-3.691499269E-1,2.443255635E0
1.786036500E0,1.702387601E-1,-2.669356856E0,-1.162466233E0,2.916466184E0
1.796114500E0,4.025091693E-1,-3.176106386E0,-2.153374866E0,3.858327192E0
1.806191500E0,6.647655621E-1,-3.805624639E0,-2.303991247E0,4.498118253E0
1.816269500E0,2.228651628E-1,-5.693438559E0,-2.644195118E0,6.281455192E0
1.826347500E0,-6.118994236E-1,-7.647226027E0,-2.080531715E0,7.948779720E0
1.836424500E0,-1.176818370E0,-8.956279618E0,-1.105846620E0,9.100700128E0
1.846502500E0,-1.351324428E0,-9.433631101E0,5.810246632E-2,9.530102274E0
1.856580500E0,-2.339498318E0,-8.326399421E0,3.700220391E-2,8.648904489E0
1.866658500E0,-1.922679258E0,-5.628984700E0,1.192273584E-1,5.949485646E0
1.876735500E0,3.106508732E-2,-3.109756275E0,1.115693185E0,3.303985535E0
1.886813500E0,7.544862624E-1,-1.134437020E0,1.909855876E0,2.346006466E0
1.896891500E0,1.841867668E0,8.346262997E-1,5.660892956E0,6.011221725E0
1.906968500E0,3.143748479E0,1.033610557E0,3.936573619E0,5.142773292E0
1.917046500E0,1.806142057E0,2.107580935E0,-3.072108100E0,4.140277129E0
1.927124500E0,5.699770801E-1,3.957915371E0,-2.872920653E0,4.923783203E0
1.937201500E0,-1.622976565E-1,4.539877051E0,4.865093923E-1,4.568754267E0
1.947279500E0,-1.090007098E0,4.073231235E0,1.347862876E0,4.426744006E0
1.957357500E0,-1.525951523E0,3.079657148E0,2.324845781E0,4.149424551E0
1.967434500E0,-2.277777741E0,9.928765136E-1,1.546622308E0,2.926792745E0
1.977512500E0,-7.411221586E-1,-5.132943177E-1,1.863934329E0,2.070503391E0
1.987590500E0,-1.210977365E-1,-1.479129798E0,2.018232117E0,2.505144806E0
1.997668500E0,-9.620701656E-2,-1.852613681E0,1.439937812E0,2.348372658E0
2.007745500E0,9.047250599E-3,-1.718579711E0,1.617503718E0,2.360067023E0
2.017823500E0,-2.456868455E-2,-1.178529119E0,1.573278594E0,1.965894209E0
2.027901500E0,3.634214097E-1,-3.590167022E-1,1.099092940E0,1.212012130E0
2.037978500E0,1.038253684E0,1.949718976E-1,5.665859874E-1,1.198751198E0
2.048056500E0,1.459578024E0,6.510512102E-1,6.008857544E-1,1.707424779E0
2.058134500E0,1.483144788E0,7.840215719E-1,4.674430838E-1,1.741525574E0
2.068211500E0,1.064911872E0,1.156036634E0,1.648283315E-1,1.580388045E0
2.078289500E0,-1.724890611E-1,2.052535831E0,-3.626647800E-2,2.060090064E0
2.088367500E0,-1.104937963E0,3.232916179E0,9.719490364E-2,3.417906050E0
2.098444500E0,-1.952835250E0,3.652988922E0,2.331650332E-1,4.148766022E0
2.108522500E0,-1.651517556E0,3.645909113E0,5.450308116E-1,4.039458143E0
2.118600500E0,-1.408111563E0,3.555010638E0,4.608345607E-1,3.851395500E0
2.128678500E0,-2.613557754E-1,3.195271804E0,1.391368500E0,3.494849789E0
2.138755500E0,-1.065605351E-1,2.330038254E0,4.292417622E-1,2.371641184E0
2.148833500E0,3.883407810E-1,2.987489827E0,8.838183403E-2,3.013920267E0
2.158911500E0,4.021728082E-1,3.228165901E0,-7.859110996E-2,3.254070468E0
2.168988500E0,4.580153257E-1,3.488160006E0,-3.640499854E-1,3.536887142E0
2.179066500E0,7.686223447E-2,3.551556103E0,-7.040550506E-1,3.621484788E0
2.189144500E0,5.345331591E-1,3.520625501E0,3.284126678E-1,3.576085080E0
2.199221500E0,1.686836931E-1,2.486170607E0,-9.388499951E-1,2.662881482E0
2.209299500E0,7.186979404E-1,2.248526314E0,1.150732040E-2,2.360620624E0
2.219377500E0,5.625556478E-1,1.733643308E0,-3.427216816E-1,1.854574379E0
2.229455500E0,8.752106541E-1,1.694276344E0,8.277107978E-1,2.078862954E0
2.239532500E0,6.476659647E-1,1.536452976E0,1.345353105E0,2.142459784E0
2.249610500E0,5.692317063E-1,1.746631143E0,1.399790683E0,2.309579841E0
2.259688500E0,-1.107114735E-1,1.025929070E0,1.312503448E0,1.669566646E0
2.269765500E0,-1.528729682E-1,3.619403100E-1,1.941892478E-1,4.382697758E-1
2.279843500E0,1.552924729E-1,5.171850550E-1,1.263836341E0,1.374364737E0
2.289921500E0,-2.867929177E-1,1.505394906E-1,9.786487761E-1,1.030856800E0
2.299998500E0,-3.530502764E-1,-7.805477411E-1,5.723267837E-1,1.030270460E0
2.310076500E0,1.913022581E-1,-1.047596512E0,5.809113733E-1,1.213059368E0
2.320154500E0,-2.620526905E-1,-3.362157186E0,-1.185778789E-1,3.374438216E0
2.330232500E0,6.746898220E-1,-4.001604597E0,-5.149971731E-1,4.090631711E0
2.340309500E0,1.842381346E0,-4.417046345E0,-2.479162426E-1,4.792299021E0
2.350387500E0,2.730937685E0,-4.331432583E0,-4.754429519E-1,5.142506671E0
2.360465500E0,2.746031980E0,-6.361816238E0,-1.519821156E0,7.093888484E0
2.370542500E0,4.031037726E0,-6.147668397E0,-1.787709002E0,7.565645732E0
2.380620500E0,3.439641564E0,-6.002611840E0,-1.510548642E0,7.081259789E0
2.390698500E0,2.776822833E0,-6.727224532E0,-7.202435057E-1,7.313347090E0
2.400775500E0,3.703000742E0,-5.192260841E0,7.152607278E-1,6.417428227E0
2.410853500E0,3.570344376E0,-5.496431245E0,1.078600934E0,6.642401326E0
2.420931500E0,2.061470084E0,-4.467601957E0,1.361621228E0,5.105207001E0
2.431008500E0,8.407600290E-1,-3.083425679E0,1.870713737E0,3.703236588E0
2.441086500E0,-1.140616175E-1,-1.911724938E0,2.327290063E0,3.013964387E0
2.451164500E0,-1.275383276E0,-9.558864427E-1,2.283575109E0,2.784786647E0
2.461242875E0,-1.612529930E0,1.748931438E-1,2.058812817E0,2.620982755E0
2.471319875E0,-1.990058332E0,3.435239196E-1,1.601255329E0,2.577277532E0
2.481397875E0,-3.413194316E0,3.510609806E-1,1.139877342E0,3.615585652E0
2.491475875E0,-4.747803747E0,1.283505936E0,9.179977278E-1,5.003173766E0
2.501552875E0,-5.971947287E0,1.162093180E0,5.305763483E-2,6.084195105E0
2.511630875E0,-7.408332185E0,9.316099727E-1,-8.202123284E-1,7.511593117E0
2.521708875E0,-8.056935750E0,2.288746387E0,-9.607350270E-1,8.430633754E0
2.531785875E0,-7.288721541E0,3.211387900E0,-9.059711015E-1,8.016187223E0
2.541863875E0,-4.810575653E0,2.577233974E0,-9.836128429E-1,5.545382520E0
2.551941875E0,-2.123296204E0,1.147778027E0,-8.962237930E-1,2.574684108E0
2.562019875E0,-1.257268017E0,3.968838555E-1,-6.219613123E-1,1.457763882E0
2.572096875E0,-1.368347865E-1,4.563237262E-1,-9.221753441E-2,4.852413580E-1
2.582174875E0,1.180420986E0,7.039457077E-1,2.291629064E-1,1.393358855E0
2.592252875E0,1.886220261E0,8.278797823E-1,8.878660753E-2,2.061818340E0
2.602329875E0,2.162799116E0,1.156383374E0,-2.975110102E-1,2.470513170E0
2.612407875E0,1.912463441E0,1.358021683E0,-9.802279629E-2,2.347625987E0
2.622485875E0,1.303381791E0,1.638253586E0,2.885999266E-1,2.113283895E0
2.632562875E0,7.219568861E-1,2.045999229E0,5.654188100E-1,2.242104596E0
2.642640875E0,3.440061321E-2,2.527797520E0,3.665327497E-1,2.554464711E0
2.652718875E0,-5.226986505E-1,2.958465418E0,6.520778351E-3,3.004292600E0
2.662795875E0,-4.294645411E-1,3.377746448E0,-4.007681608E-1,3.428443667E0
2.672873875E0,-6.007169526E-1,3.403905137E0,-8.653621888E-1,3.563184356E0
2.682951875E0,-8.544053838E-1,3.185766571E0,-1.190914106E0,3.506763980E0
2.693029875E0,-6.576992020E-1,2.592356628E0,-1.066560202E0,2.879310992E0
2.703106875E0,-6.364296627E-1,2.068813310E0,-8.464581406E-1,2.324117599E0
2.713184875E0,-7.421063912E-1,1.527090415E0,-6.671602893E-1,1.824234054E0
2.723262875E0,-5.805899227E-1,8.094394183E-1,-3.908770108E-1,1.070075543E0
2.733339875E0,-3.123138579E-1,6.597980601E-1,-2.211878890E-1,7.627565195E-1
2.743417875E0,2.955282193E-1,1.124417816E0,-6.013826215E-1,1.308935984E0
2.753495875E0,6.303693160E-1,1.416977404E0,-1.286662263E0,2.015115435E0
2.763572875E0,-5.718854651E-2,1.079118851E0,-1.851503295E0,2.143789280E0
2.773650875E0,-2.705518377E-1,1.047685974E0,-1.918818780E0,2.202886676E0
2.783728875E0,-1.680495626E-1,1.059213760E0,-1.983388413E0,2.254773612E0
2.793806875E0,-2.196214199E-3,9.006922352E-1,-2.221166022E0,2.396837463E0
2.803883875E0,6.916963025E-1,1.373087034E0,-2.313459059E0,2.777751716E0
2.813961875E0,6.961293691E-1,1.601931267E0,-2.282287552E0,2.873954828E0
2.824039875E0,8.326651436E-1,8.268436557E-1,-1.842375791E0,2.184342058E0
2.834116875E0,8.219316291E-1,-2.995587051E-2,-1.165753537E0,1.426692072E0
2.844194875E0,1.078871514E0,-6.074730814E-1,-5.723757541E-1,1.364038596E0
2.854272875E0,1.970721444E-1,-1.018120698E0,-4.746407139E-1,1.140478405E0
2.864349875E0,-4.695432575E-1,-1.445211854E0,-6.112486285E-1,1.637905083E0
2.874427875E0,-2.478579167E-1,-2.185971631E0,-8.146995735E-1,2.345983997E0
2.884505875E0,5.103136995E-1,-3.108656999E0,-1.019766104E0,3.311206927E0
2.894583875E0,1.582040939E0,-3.574174887E0,-2.165917436E0,4.468643865E0
2.904660875E0,-1.108118264E0,-3.770398673E0,-3.273685890E0,5.114767986E0
